,Restaurante,Dirección,Direccion_Web,Vader,Estrellas,Tipo_de_comida
244,El Racó - Rambla Catalunya,"Rambla Catalunya, 25, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d781355-Reviews-El_Raco_Rambla_Catalunya-Barcelona_Catalonia.html,0.836,5.0,Seafood
245,El Ramblero,"C/ Pont Del Terball, 13, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1990905-Reviews-El_Ramblero-Barcelona_Catalonia.html,0.832,5.0,Tapas
246,El Rebost d'Hostafrancs,"Bejar, 33, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997944-Reviews-El_Rebost_d_Hostafrancs-Barcelona_Catalonia.html,0.8519,5.0,Tapas
247,El Rincón Steak House,"Carrer del Carme, 28, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1028090-Reviews-El_Rincon_Steak_House-Barcelona_Catalonia.html,0.9578,5.0,Meats
248,El Rincón de la Abuela Venezolana,"Calle Mallorca, 470, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6678677-Reviews-El_Rincon_de_la_Abuela_Venezolana-Barcelona_Catalonia.html,0.9246,5.0,Meats
249,El Rodizio,"Carrer del Consell de Cent, 403, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d697506-Reviews-GUANABARA_by_El_Rodizio-Barcelona_Catalonia.html,0.9531,5.0,Meats
250,El Señorio del Perú,"C/ Corsega, 607, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2010287-Reviews-El_Senorio_del_Peru-Barcelona_Catalonia.html,0.8519,5.0,Tapas
251,El Tiet Taver-Teca Taverna Gastronomica,"Corsega 382, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d5065198-Reviews-El_Tiet_Taver_Teca_Taverna_Gastronomica-Barcelona_Catalonia.html,0.9201,5.0,Tapas
252,El Trapío Restaurante,"Esperança, 25, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d986262-Reviews-El_Trapio_Restaurante-Barcelona_Catalonia.html,0.9716,5.0,Seafood
253,El Tío Che,"Rambla del Poblenou, 44, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4173747-Reviews-El_Tio_Che-Barcelona_Catalonia.html,0.8402,5.0,Mexican
254,El Vaso de Oro,"Balboa, 6, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d697568-Reviews-El_Vaso_de_Oro-Barcelona_Catalonia.html,0.8225,5.0,Tapas
255,El Viti Taberna,"Passeig Sant Joan, 62, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8853932-Reviews-El_Viti_Taberna-Barcelona_Catalonia.html,0.9273,5.0,Tapas
256,El Xalet de Montjuïc,"Av. Miramar 31, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2291674-Reviews-El_Xalet_de_Montjuic-Barcelona_Catalonia.html,0.8274,5.0,Meats
257,El Xampanyet,"Carrer de Montcada, 22, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d697571-Reviews-El_Xampanyet-Barcelona_Catalonia.html,0.9465,5.0,Tapas
258,El Yantar de la Ribera,"Roger de Flor 114, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1081641-Reviews-El_Yantar_de_la_Ribera-Barcelona_Catalonia.html,0.9403,5.0,Meats
259,ElDiset,"Carrer Antic de Sant Joan 3, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3519054-Reviews-ElDiset-Barcelona_Catalonia.html,0.9246,5.0,Tapas
260,Elche,"Vila I Vila, 71, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d697573-Reviews-Elche-Barcelona_Catalonia.html,0.8957,5.0,Tapas
261,Els Pescadors,"Placa Prim 1, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d697576-Reviews-Els_Pescadors-Barcelona_Catalonia.html,0.8316,5.0,Meats
262,En Diagonal Bar,"Avenida Diagonal, 310, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4725620-Reviews-En_Diagonal_Bar-Barcelona_Catalonia.html,0.9657,5.0,Tapas
263,En Ville,"Carrer del Dr. Dou, 14, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1830611-Reviews-En_Ville-Barcelona_Catalonia.html,0.836,5.0,Tapas
264,Enrique Tomas en Barcelona,"La Rambla 88-94, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7254118-Reviews-Enrique_Tomas_en_Barcelona-Barcelona_Catalonia.html,0.8519,5.0,Tapas
265,Entrepanes Diaz,"Calle Pau Claris, 189, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7722999-Reviews-Entrepanes_Diaz-Barcelona_Catalonia.html,0.8425,5.0,Tapas
266,Escriba,"Rambla de les Flors, 83, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2314979-Reviews-Escriba-Barcelona_Catalonia.html,0.9201,5.0,Seafood
267,Escriba Gran Via,"Gran Via de les Corts Catalanes, 546, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1114190-Reviews-Escriba_Gran_Via-Barcelona_Catalonia.html,0.872,5.0,Indian
268,Estimar,"Carrer de Sant Antoni dels Sombrerers, 3, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10226963-Reviews-Estimar-Barcelona_Catalonia.html,0.9633,5.0,Seafood
269,Euskal Etxea,"Placeta de Montcada, 1, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d778757-Reviews-Euskal_Etxea_Taberna-Barcelona_Catalonia.html,0.8979,5.0,Tapas
270,Farga Diagonal,"Diagonal, 391, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3497590-Reviews-Farga_Diagonal-Barcelona_Catalonia.html,0.8779,5.0,Bar
271,Federal Cafe Parlament,"Calle Parlament 39 08015, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2296742-Reviews-Federal_Cafe_Parlament-Barcelona_Catalonia.html,0.8074,5.0,Seafood
272,Fenicia,"Psg Antoni, 9, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d790539-Reviews-Fenicia-Barcelona_Catalonia.html,0.8316,5.0,Meats
273,Firo Tast,"Avenida Gaudí 83, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3865104-Reviews-Firo_Tast-Barcelona_Catalonia.html,0.8059,5.0,Tapas
274,Fismuler,"Carrer Del Rec Comtal 17, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d13565642-Reviews-Fismuler-Barcelona_Catalonia.html,0.9403,5.0,Tapas
275,Flamant,"Enrique Granados, 23, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d783896-Reviews-Flamant-Barcelona_Catalonia.html,0.9719,5.0,Italian
276,Flash Flash,"La Granada del Penedés 25, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d697582-Reviews-Flash_Flash-Barcelona_Catalonia.html,0.8316,5.0,Tapas
277,Flax & Kale,"Carrer dels Tallers, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6996799-Reviews-Flax_Kale-Barcelona_Catalonia.html,0.8807,5.0,Meats
278,Flax and Kale  Passage,"Carrer De Sant Pere Mes Alt 31-33, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d13174477-Reviews-Flax_and_Kale_Passage-Barcelona_Catalonia.html,0.9093,5.0,Meats
279,Foc i Oli,"Paris ,177, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4091047-Reviews-Foc_i_Oli_Aribau-Barcelona_Catalonia.html,0.9136,5.0,Indian
280,Fonda Espanya Restaurante,"Carrer De Sant Pau 9-11, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2196378-Reviews-Fonda_Espanya_Restaurante-Barcelona_Catalonia.html,0.9152,5.0,Tapas
281,Forn Mistral,"Ronda Sant Antoni, 96, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1413047-Reviews-Forn_Mistral-Barcelona_Catalonia.html,0.9413,5.0,Tapas
282,Fragments Café,"Plaça de la Concòrdia, 12, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1034217-Reviews-Fragments_Cafe-Barcelona_Catalonia.html,0.8221,5.0,Tapas
283,Frankie Gallo Cha Cha Cha,"Marqués de Barberá, 15, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12484567-Reviews-Frankie_Gallo_Cha_Cha_Cha-Barcelona_Catalonia.html,0.8375,5.0,Italian
284,Fratelli la Bufala,"Pau Claris, 72, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1099421-Reviews-Fratelli_la_Bufala-Barcelona_Catalonia.html,0.9042,5.0,Tapas
285,Futami,"Enric Granados, 10, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3723889-Reviews-Futami-Barcelona_Catalonia.html,0.8625,5.0,Tapas
286,Fàbrica Moritz Barcelona,"Ronda Sant Antoni 41, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1079745-Reviews-Fabrica_Moritz_Barcelona-Barcelona_Catalonia.html,0.9726,5.0,Tapas
287,Galeria Cosmo,"Enric Granados, 3, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2490107-Reviews-Galeria_Cosmo-Barcelona_Catalonia.html,0.9493,5.0,Seafood
288,Gallito,"Passeig del Mare Nostrum 19-21, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3241404-Reviews-Gallito-Barcelona_Catalonia.html,0.8979,5.0,Tapas
289,Gandhi Restaurant,"Carrer Balmes 21, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3859148-Reviews-Gandhi_Restaurant-Barcelona_Catalonia.html,0.9418,5.0,Meats
290,Gastro-Taqueria Mexicana,"Carrer de Paris 38, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4149369-Reviews-Gastro_Taqueria_Mexicana-Barcelona_Catalonia.html,0.9186,5.0,Tapas
291,Gatsby Barcelona,"Carrer de Tuset, 19, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8019537-Reviews-Gatsby_Barcelona-Barcelona_Catalonia.html,0.4019,3.5,Seafood
292,Gelaaati Di Marco,"Llibreteria, 7, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1601186-Reviews-Gelaaati_Di_Marco-Barcelona_Catalonia.html,0.9501,5.0,Seafood
293,Gelateria Gocce di Latte,"Pla de Palau, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3293017-Reviews-Gocce_di_latte-Barcelona_Catalonia.html,0.8807,5.0,Italian
294,Gelatomania Barcelona,"Avenida de Mistral, 64, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6680979-Reviews-Gelatomania_Barcelona-Barcelona_Catalonia.html,0.9325,5.0,Tapas
295,Gelida,"Carrer de la Diputació, 133, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3935385-Reviews-Gelida-Barcelona_Catalonia.html,0.9487,5.0,Tapas
296,Gilda by Belgious,"Calle Ample, 34, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1966404-Reviews-Gilda_by_Belgious-Barcelona_Catalonia.html,0.9136,5.0,Tapas
297,Giorgio Barcelona,"c/ Ausias Marc, 3, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3833269-Reviews-Giorgio_Barcelona-Barcelona_Catalonia.html,0.9895,5.0,Seafood
298,Glaciar,"Plaça Reial, 3, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1113725-Reviews-Restaurante_Glaciar-Barcelona_Catalonia.html,0.8402,5.0,Tapas
299,Goiko - Passeig de Sant Joan 58,"Passeig de Sant Joan 58, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12842028-Reviews-Goiko_Passeig_de_Sant_Joan_58-Barcelona_Catalonia.html,0.8402,5.0,Meats
300,Gorria,"Calle Diputación, 421, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d697586-Reviews-Gorria-Barcelona_Catalonia.html,0.9062,5.0,Meats
301,Gran Viana,"Carrer Dels Escudellers 24, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d15321479-Reviews-Gran_Viana-Barcelona_Catalonia.html,0.875,5.0,Meats
302,Granja Elena,"Passeig de la zona Franca 228, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1074508-Reviews-Granja_Elena-Barcelona_Catalonia.html,0.8126,5.0,Indian
303,Granja La Pallaresa,"Carrer de Petritxol 11, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1527777-Reviews-Granja_La_Pallaresa-Barcelona_Catalonia.html,0.9337,5.0,Mexican
304,Granja M. Viader,"Calle Xuclà 4-6, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1224854-Reviews-Granja_M_Viader-Barcelona_Catalonia.html,0.9026,5.0,Tapas
305,Granja Petitbo,"Passeig de Sant Joan, 82, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3847498-Reviews-Granja_Petitbo-Barcelona_Catalonia.html,0.9022,5.0,Tapas
306,Grasshopper,"Placa De La Llana 9, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8728101-Reviews-Grasshopper-Barcelona_Catalonia.html,0.9274,5.0,Meats
307,Greek Aribau,"Carrer d'Aribau, 50, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d23168495-Reviews-Greek_Aribau-Barcelona_Catalonia.html,0.9231,5.0,Seafood
308,Gresca,"C/ Provenca 230, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1074509-Reviews-Gresca-Barcelona_Catalonia.html,0.8126,5.0,Tapas
309,Gusto,"Calle de Rossello, 108, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1575800-Reviews-Gusto-Barcelona_Catalonia.html,0.8885,5.0,Tapas
310,Guzzo,"Plaza Comercial 10, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7056706-Reviews-Guzzo-Barcelona_Catalonia.html,0.836,5.0,Bar
311,Güell Tapas,"Carrer Nou de la Rambla, 20, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3601243-Reviews-Guell_Tapas-Barcelona_Catalonia.html,0.8126,5.0,Tapas
312,Habana Vieja Restaurante Cubano,"Banys Vells, 2, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d986270-Reviews-Habana_Vieja_Restaurant_Cubano-Barcelona_Catalonia.html,0.8655,5.0,Meats
313,Hard Rock Cafe,"Plaça Catalunya 21, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d913500-Reviews-Hard_Rock_Cafe-Barcelona_Catalonia.html,0.8658,5.0,Meats
314,Hasta los Andares Barcelona,"Calle provenza 471-473, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d17412589-Reviews-Hasta_los_Andares_Barcelona-Barcelona_Catalonia.html,0.8316,5.0,Tapas
315,Hidden Cafe Barcelona,"c/ Constança / Déu i Mata, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10461096-Reviews-Hidden_Cafe_Barcelona-Barcelona_Catalonia.html,0.9169,5.0,Seafood
316,Hisop,"Passatge Marimón, 9, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d986276-Reviews-Hisop-Barcelona_Catalonia.html,0.9509,5.0,Bar
317,Horchateria Sirvent,"C/ Parlament, 56, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7063706-Reviews-Horchateria_Sirvent-Barcelona_Catalonia.html,0.9595,5.0,Seafood
318,Horchatería La Valenciana,"Aribau, 16, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4601719-Reviews-Horchateria_La_Valenciana-Barcelona_Catalonia.html,0.8516,5.0,Seafood
319,Hummus Barcelona Vegetarian Street Food,"Valencia 227, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7814939-Reviews-Hummus_Barcelona_Vegetarian_Street_Food-Barcelona_Catalonia.html,0.8955,5.0,Vegetarian
320,Hungaryto,"Arago, 353, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3164386-Reviews-Hungaryto-Barcelona_Catalonia.html,0.8313,5.0,Seafood
321,Ikibana Borne,"Passeig Picasso, 32, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2364335-Reviews-Ikibana_Borne-Barcelona_Catalonia.html,0.9702,5.0,Meats
322,Ikibana Sarriá,"Calle Doctor Fleming, 11, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8784072-Reviews-Ikibana_Sarria-Barcelona_Catalonia.html,0.9169,5.0,Seafood
323,Il Commendatore,"C/ Comte d’Urgell, 247, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3530004-Reviews-Il_Commendatore-Barcelona_Catalonia.html,0.8625,5.0,Italian
324,Indochine Restaurant Ly Leap,"Carrer de Muntaner, 82, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2490323-Reviews-Indochine_Restaurant_Ly_Leap-Barcelona_Catalonia.html,0.8555,5.0,Seafood
325,Informal,"Calle de la Plata 4, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7707960-Reviews-Informal-Barcelona_Catalonia.html,0.8834,5.0,Seafood
326,Irati Taverna Basca,"Carrer del Cardenal Casañas, 17, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d717425-Reviews-Irati_Taverna_Basca-Barcelona_Catalonia.html,0.9468,5.0,Tapas
327,Isabella's,"Ganduxer 50, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2054077-Reviews-Isabella_s-Barcelona_Catalonia.html,0.9079,5.0,Tapas
328,Izakaya Ramen House,"Ronda Sant Pau, 7, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7803953-Reviews-Ramen_House_Barcelona_Izakaya-Barcelona_Catalonia.html,0.891,5.0,Meats
329,Jara Sushi Degustación,"Carrer De Pàdua, 84, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d23410059-Reviews-Jara_Sushi_Degustacion-Barcelona_Catalonia.html,0.945,5.0,Tapas
330,Jardinet D'Aribau,"Carrer d'Aribau, 133, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7291485-Reviews-Jardinet_D_Aribau-Barcelona_Catalonia.html,0.946,5.0,Tapas
331,Jobs Restaurant,"Calle Mallorca, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d17723862-Reviews-Jobs_Restaurant-Barcelona_Catalonia.html,0.9128,5.0,Tapas
332,Julivert Meu,"C/ Bonsuccés 7, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1735805-Reviews-Julivert_Meu-Barcelona_Catalonia.html,0.872,5.0,Tapas
333,Kailash Restaurante Tibetano,"Carrer de Roger de Llúria, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997511-Reviews-Kailash_Restaurante_Tibetano-Barcelona_Catalonia.html,0.9464,5.0,Seafood
334,Kanada-Ya Barcelona,"Carrer de València, 240, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d17313827-Reviews-Kanada_Ya_Barcelona-Barcelona_Catalonia.html,0.765,4.5,Meats
335,Kao Dim Sum,"Carrer Del Bisbe Sivilla, 48, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6725669-Reviews-Kao_Dim_Sum-Barcelona_Catalonia.html,0.946,5.0,Meats
336,Karakala,"Torrent de L' Olla, 136, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997900-Reviews-Karakala-Barcelona_Catalonia.html,0.9134,5.0,Vegetarian
337,Kawamura,"C/ Arago, 217, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10725485-Reviews-Kawamura-Barcelona_Catalonia.html,0.9709,5.0,Meats
338,Ken Restaurante,"Carrer Benet Mateu, 53, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d5489739-Reviews-Ken_Restaurante-Barcelona_Catalonia.html,0.8481,5.0,Seafood
339,Kiltro Restobar Gracia,"Carrer del Montseny, 13, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d17423137-Reviews-Kiltro_Restobar_Gracia-Barcelona_Catalonia.html,0.926,5.0,Bar
340,Kimchi Mama,"Carrer del Callao, 12, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12028248-Reviews-Kimchi_Mama-Barcelona_Catalonia.html,0.9909,5.0,Tapas
341,Kiosko Universal,"Mercat de La Boqueria, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d949087-Reviews-Kiosko_Universal-Barcelona_Catalonia.html,0.9598,5.0,Tapas
342,Kitsune Sushi Bar Gràcia,"Carrer del Montseny 13, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d9874320-Reviews-Kitsune_Sushi_Bar_Gracia-Barcelona_Catalonia.html,0.9337,5.0,Seafood
343,Kobuta Ramen i més,"Carrer de Súria 6, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d13316584-Reviews-Kobuta_Ramen_i_mes-Barcelona_Catalonia.html,0.9259,5.0,Meats
344,Koku Kitchen Ramen,"C/ Carabassa 19, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6405312-Reviews-Koku_Kitchen_Ramen-Barcelona_Catalonia.html,0.836,5.0,Tapas
345,Koku Kitchen Ramen & Gyoza Bar,"Carrer del Comerc 29, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10136555-Reviews-Koku_Kitchen_Ramen_Gyoza_Bar-Barcelona_Catalonia.html,0.8832,5.0,Asian
346,Kook,"Passeig Sant Joan 85, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d14214225-Reviews-Kook-Barcelona_Catalonia.html,0.911,5.0,Tapas
347,Koska Taverna,"Blai 8, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2302372-Reviews-Koska_Taverna-Barcelona_Catalonia.html,0.8555,5.0,Tapas
348,Koy Shunka,"Carrer de Copons, 7, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1471799-Reviews-Koy_Shunka-Barcelona_Catalonia.html,0.8885,5.0,Meats
349,Krampus,"Saragossa, 89, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1109683-Reviews-Krampus-Barcelona_Catalonia.html,0.9001,5.0,Meats
350,Kurz & Gut,"Moll d'Espanya, 5, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1319261-Reviews-Kurz_Gut-Barcelona_Catalonia.html,0.9022,5.0,Tapas
351,Kyoka,"Via Augusta, 268, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d5272008-Reviews-Kyoka-Barcelona_Catalonia.html,0.8588,5.0,Meats
352,König Barcelona Born,"Carrer de la Fusina, 3, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10469819-Reviews-Konig_Barcelona_Born-Barcelona_Catalonia.html,0.9242,5.0,Tapas
353,König Barcelona Centro,"Rambla de Catalunya, 5, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d5580880-Reviews-Konig_Barcelona_Centro-Barcelona_Catalonia.html,0.9136,5.0,Tapas
354,L' Olla de Si Chuan,"C/ Aragó 224, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1574308-Reviews-L_Olla_de_Si_Chuan-Barcelona_Catalonia.html,0.8104,5.0,Asian
355,L'Antic Bocoi del Gotic,"Baixada de Viladecols, 3, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1999969-Reviews-L_Antic_Bocoi_del_Gotic-Barcelona_Catalonia.html,0.8316,5.0,Seafood
356,L'Antica Pizzeria Da Michele BCN,"Consell de Cent, 336, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d13220406-Reviews-L_Antica_Pizzeria_Da_Michele_BCN-Barcelona_Catalonia.html,0.9371,5.0,Italian
357,L'Escamarlà,"Passeig Maritim, 40, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1495878-Reviews-L_Escamarla_Restaurant-Barcelona_Catalonia.html,0.8316,5.0,Seafood
358,L'Olivé,"Balmes 47, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d717257-Reviews-L_Olive-Barcelona_Catalonia.html,0.9601,5.0,Tapas
359,L'olivera,"Carrer Dels Escultors Claperos 39, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8289144-Reviews-L_olivera-Barcelona_Catalonia.html,0.9117,5.0,Tapas
360,L'Òstia,"Plaza de la Barceloneta, 1, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3641593-Reviews-L_Ostia-Barcelona_Catalonia.html,0.8126,5.0,Tapas
361,LAB Restaurant,"Carrer de Rossend Arús 12, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d14962029-Reviews-LAB_Restaurant-Barcelona_Catalonia.html,0.8591,5.0,Bar
362,La  Nueva  Marquesa,"Carrer Pintor Tapiro, 10, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3695898-Reviews-La_Nueva_Marquesa-Barcelona_Catalonia.html,0.8271,5.0,Tapas
363,La Adelita Botanero,"Carrer de Muntaner 100, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d11825964-Reviews-La_Adelita_Botanero-Barcelona_Catalonia.html,0.836,5.0,Meats
364,La Alcoba Azul,"Carrer de Salomó ben Adret, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1850560-Reviews-La_Alcoba_Azul_Tapas-Barcelona_Catalonia.html,0.9858,5.0,Tapas
