Nombre,Dirección,Direccion_Web
CocoVail Beer Hall,"Calle Aragó 284 bis, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10744808-Reviews-CocoVail_Beer_Hall-Barcelona_Catalonia.html
Pizza Circus,"Carrer Nou de la Rambla 40, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7214386-Reviews-Pizza_Circus-Barcelona_Catalonia.html
Cruix,"Carrer d'entença 57, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d13172024-Reviews-Cruix-Barcelona_Catalonia.html
El Clot Restaurante Barcelona,"calle Aragon 600, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10124872-Reviews-El_Clot_Restaurante_Barcelona-Barcelona_Catalonia.html
La Mar Salada,"Pg Joan de Borbo, 58-59, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1584126-Reviews-La_Mar_Salada-Barcelona_Catalonia.html
Restaurante Hofmann,"Carrer de La Granada del Penedes, 14, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1655627-Reviews-Restaurante_Hofmann-Barcelona_Catalonia.html
Karakala,"Torrent de L' Olla, 136, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997900-Reviews-Karakala-Barcelona_Catalonia.html
La Poma Restaurant,"La Rambla 117, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2048561-Reviews-La_Poma_Restaurant-Barcelona_Catalonia.html
Panam '75,"Carrer Consell de Cent 281, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5772959-Reviews-Panam_75-Barcelona_Catalonia.html
Lluis de les Moles,"C/ De les Moles 25, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1082210-Reviews-Lluis_de_les_moles-Barcelona_Catalonia.html
Fonda Espanya Restaurante,"Carrer De Sant Pau 9-11, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2196378-Reviews-Fonda_Espanya_Restaurante-Barcelona_Catalonia.html
Bistro Helena,"Via Laietana, 30, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6730988-Reviews-Bistro_Helena-Barcelona_Catalonia.html
BEMBI,"Consell De Cent 377, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d797018-Reviews-BEMBI-Barcelona_Catalonia.html
Rincón Persa,"Floridablanca, 85, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1656678-Reviews-Rincon_Persa-Barcelona_Catalonia.html
Horchateria Sirvent,"C/ Parlament, 56, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7063706-Reviews-Horchateria_Sirvent-Barcelona_Catalonia.html
Caelis,"Via Laietana, 49, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d697438-Reviews-Caelis-Barcelona_Catalonia.html
Restaurant Ca L'Estevet,"C/Valldonzella 46, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d697579-Reviews-Restaurant_Ca_L_Estevet-Barcelona_Catalonia.html
Arepamundi,"Carrer de la Marina 212, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6656952-Reviews-Arepamundi-Barcelona_Catalonia.html
La Catrina de Barcelona,"Carrer Sardenya 196, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8478058-Reviews-La_Catrina_de_Barcelona-Barcelona_Catalonia.html
L'Antica Pizzeria Da Michele BCN,"Consell de Cent, 336, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d13220406-Reviews-L_Antica_Pizzeria_Da_Michele_BCN-Barcelona_Catalonia.html
La Clara Restaurant,"Gran via de les corts Catalanes, 442, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d751583-Reviews-La_Clara_Restaurant-Barcelona_Catalonia.html
Agua,"Passeig Marítim de la Barceloneta 30, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d697400-Reviews-Agua-Barcelona_Catalonia.html
Marisquerías La Paradeta,"Passatge de Simó, 18, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d887372-Reviews-La_Paradeta-Barcelona_Catalonia.html
Citizen Café,"Plaza Urquinaona 4, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6681906-Reviews-Citizen_Cafe_Brunch_Barcelona-Barcelona_Catalonia.html
El Trapío Restaurante,"Esperança, 25, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d986262-Reviews-El_Trapio_Restaurante-Barcelona_Catalonia.html
La Lluna Restaurant,"Calle Santa Anna, 20, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d795395-Reviews-La_Lluna_Restaurant-Barcelona_Catalonia.html
Restaurante Can Cargol,"Valencia, 324, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d785343-Reviews-Restaurante_Can_Cargol-Barcelona_Catalonia.html
Lateral Consell de Cent,"Carrer del Consell de Cent, 329, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7308989-Reviews-Lateral_Consell_de_Cent-Barcelona_Catalonia.html
Coure,"Passatge Marimon 20, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d803393-Reviews-Coure-Barcelona_Catalonia.html
Boca Chica,"Passatge de la Concepcio No 14, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3320911-Reviews-Boca_Chica-Barcelona_Catalonia.html
Cal Pep,"Placa de les Olles 8, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d697458-Reviews-Cal_Pep-Barcelona_Catalonia.html
Ocaña,"Plaça Reial, 13-15, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3467459-Reviews-Ocana-Barcelona_Catalonia.html
Sumac & Mambo,"Carrer D'enric Granados, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d21503781-Reviews-Sumac_Mambo-Barcelona_Catalonia.html
Santa Ceviche,"Carrer d'Hostafrancs de Sió, 11, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6721835-Reviews-Santa_Ceviche-Barcelona_Catalonia.html
Fismuler,"Carrer Del Rec Comtal 17, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d13565642-Reviews-Fismuler-Barcelona_Catalonia.html
El Raco de l'Aguir,"Tamarit, 117, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1061287-Reviews-El_Raco_de_l_Aguir-Barcelona_Catalonia.html
Olivos Comida y Vinos,"Carrer de Galileu, 159, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12496310-Reviews-Olivos_Comida_y_Vinos-Barcelona_Catalonia.html
El Xalet de Montjuïc,"Av. Miramar 31, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2291674-Reviews-El_Xalet_de_Montjuic-Barcelona_Catalonia.html
Mosquito,"Carders, 46, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1230332-Reviews-Mosquito-Barcelona_Catalonia.html
Pim Pam Burger,"Carrer del Sabateret 4, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2343014-Reviews-Pim_Pam_Burger-Barcelona_Catalonia.html
Flash Flash,"La Granada del Penedés 25, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d697582-Reviews-Flash_Flash-Barcelona_Catalonia.html
Wakasa,"Napols, 287, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d795743-Reviews-Wakasa-Barcelona_Catalonia.html
Churrería Laietana,"Via Laietana 46, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2216792-Reviews-Churreria_Laietana-Barcelona_Catalonia.html
La Selva,"Carrer de la Industria, 138, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12873128-Reviews-La_Selva-Barcelona_Catalonia.html
Totoro,"Carrer de la Legalitat, 74, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7205519-Reviews-Totoro-Barcelona_Catalonia.html
Carballeira,"C/ Reina Cristina, 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997674-Reviews-Carballeira-Barcelona_Catalonia.html
El Japones del Tragaluz,"Passatge de la Concepcio, 2, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d777378-Reviews-El_Japones_del_Tragaluz-Barcelona_Catalonia.html
Casa Rafols,"Ronda Sant Pere 74, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d14761374-Reviews-Casa_Rafols-Barcelona_Catalonia.html
Guzzo,"Plaza Comercial 10, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7056706-Reviews-Guzzo-Barcelona_Catalonia.html
My Fucking Restaurant,"Calle Nou de la Rambla n35, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12643500-Reviews-My_Fucking_Restaurant-Barcelona_Catalonia.html
Taller de Tapas - Rambla Catalunya,"Rambla Catalunya 49, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d814881-Reviews-Taller_de_Tapas_Rambla_Catalunya-Barcelona_Catalonia.html
La Taberna de Sants,"Calle Comtes de Belloc, 97, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6708280-Reviews-La_Taberna_de_Sants-Barcelona_Catalonia.html
El Magraner Boig,"Calle D'en Robador, 22, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8465604-Reviews-El_Magraner_Boig-Barcelona_Catalonia.html
Deja Burg,"Corcega, 216, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7736365-Reviews-Deja_Burg-Barcelona_Catalonia.html
Secrets Del Mediterrani,"Passeig De Sant Joan, 28, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8560393-Reviews-Secrets_Del_Mediterrani-Barcelona_Catalonia.html
Bangkok Cafe,"Evarist Arnus 65, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1072802-Reviews-Bangkok_Cafe-Barcelona_Catalonia.html
Restaurante Cheriff,"Ginebra 15-17, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997670-Reviews-Restaurante_Cheriff-Barcelona_Catalonia.html
Passadís del Pep,"Pla del Palau, 2, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d717364-Reviews-Passadis_del_Pep-Barcelona_Catalonia.html
Restaurante O-Retorniño,"Carrer Del Rossello, 147, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7268817-Reviews-Restaurante_O_Retornino-Barcelona_Catalonia.html
National burger Barcelona,"Carrer Nou de la Rambla 22, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8782287-Reviews-National_Burger_Steak_house-Barcelona_Catalonia.html
Can Sole,"Calle Sant Carles, 4, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997984-Reviews-Can_Sole-Barcelona_Catalonia.html
Abasolo Etxea,"Carrer de Marià Cubi, 190, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2489499-Reviews-Abasolo_Etxea-Barcelona_Catalonia.html
Yamadori,"Aribau # 66, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d798650-Reviews-Yamadori-Barcelona_Catalonia.html
Senyor Vermut,"Provenca, 85, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5770835-Reviews-Senyor_Vermut-Barcelona_Catalonia.html
Usagui,"Carrer de les Santjoanistes, 28, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997268-Reviews-Usagui-Barcelona_Catalonia.html
Bar Pinotxo,"Carrer del Compte d'Urgell, 1, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1074885-Reviews-Bar_Pinotxo-Barcelona_Catalonia.html
La Barca del Salamanca,"Moll De Gregal 13-17, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d950665-Reviews-La_Barca_Del_Salamanca-Barcelona_Catalonia.html
Hard Rock Cafe,"Plaça Catalunya 21, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d913500-Reviews-Hard_Rock_Cafe-Barcelona_Catalonia.html
Pulpería A'Gudiña,"Carrer d'Entença 2, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997744-Reviews-Pulperia_A_Gudina-Barcelona_Catalonia.html
Restaurante Filigrana,"C/Tarragona, 99, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1495880-Reviews-Restaurante_Filigrana-Barcelona_Catalonia.html
Rio Dragon,"Carrer de l'oblit, 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3935620-Reviews-Rio_Dragon-Barcelona_Catalonia.html
Jobs Restaurant,"Calle Mallorca, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d17723862-Reviews-Jobs_Restaurant-Barcelona_Catalonia.html
Agreste de Fabio & Roser,"Carrer Funoses Llussà 2, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d11895655-Reviews-Agreste_de_Fabio_Roser-Barcelona_Catalonia.html
Casa Jordi,"Passatge MARIMON, 18, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1080779-Reviews-Casa_Jordi-Barcelona_Catalonia.html
Sense Pressa,"Carrer d' Enric Granados, 96, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2170318-Reviews-Sense_Pressa-Barcelona_Catalonia.html
El Tiet Taver-Teca Taverna Gastronomica,"Corsega 382, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5065198-Reviews-El_Tiet_Taver_Teca_Taverna_Gastronomica-Barcelona_Catalonia.html
Xemei,"Paseo De La Exposicion 85, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1034370-Reviews-Xemei-Barcelona_Catalonia.html
Tandoor,"Carrer d'Aragó, 8, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7043687-Reviews-Tandoor-Barcelona_Catalonia.html
Las Delicias Del Carmelo,"Carretera del Carmelo, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4055923-Reviews-Las_Delicias_Del_Carmelo-Barcelona_Catalonia.html
La Desayuneria - Comte de Urgell,"Carrer del Comte d'Urgell, 260, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8626726-Reviews-La_Desayuneria_Comte_de_Urgell-Barcelona_Catalonia.html
Chez Coco,"Diagonal, 465, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3168574-Reviews-Chez_Coco-Barcelona_Catalonia.html
Pura Brasa Rambla,"Rambla Catalunya, 13, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7222318-Reviews-Pura_Brasa_Rambla-Barcelona_Catalonia.html
Salsalada,"La Rambla, 87, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d14056676-Reviews-Salsalada-Barcelona_Catalonia.html
Casa Masana,"Carrer de Balmes, 129, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2515421-Reviews-Casa_Masana-Barcelona_Catalonia.html
el tianguis,"Villarroel 42, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6953341-Reviews-El_tianguis-Barcelona_Catalonia.html
La Llimona,"Carrer De Constança, 6, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5971695-Reviews-La_Llimona-Barcelona_Catalonia.html
Parking Pizza,"Passeig de Sant Joan, 56, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12981017-Reviews-Parking_Pizza-Barcelona_Catalonia.html
Rangoli,"Passeig Joan de Borbo 78, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2097584-Reviews-Rangoli-Barcelona_Catalonia.html
Tapa Tapa,"Moll D’Espanya, Num. 5, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2079639-Reviews-Tapa_Tapa_C_C_Maremagnum-Barcelona_Catalonia.html
L'Escamarlà,"Passeig Maritim, 40, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1495878-Reviews-L_Escamarla_Restaurant-Barcelona_Catalonia.html
Can Ramonet,"Calle Maquinista, 17, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d697465-Reviews-Can_Ramonet-Barcelona_Catalonia.html
Casa Alfonso,"Roger de Llúria, 6, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1027153-Reviews-Casa_Alfonso-Barcelona_Catalonia.html
Núria,"Rambla de Canaletes, 133, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997404-Reviews-Nuria-Barcelona_Catalonia.html
Restaurante Biocenter,"Pintor Fortuny, 25, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d697426-Reviews-Restaurante_Biocenter-Barcelona_Catalonia.html
La Monroe,"Placa Salvador Segui 1-9, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6597276-Reviews-La_Monroe-Barcelona_Catalonia.html
Sushiraku,"08036, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8073764-Reviews-Sushiraku-Barcelona_Catalonia.html
Pizzeria La Briciola,"C. d'Olzinelles 19, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1319995-Reviews-Pizzeria_La_Briciola-Barcelona_Catalonia.html
Parking Pizza,"Calle Londres, 98, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10028479-Reviews-Parking_Pizza-Barcelona_Catalonia.html
La Balsa,"C/Infanta Isabell 4, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d717258-Reviews-La_Balsa-Barcelona_Catalonia.html
La Venta,"Plaza Doctor Andreu, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d857973-Reviews-La_Venta-Barcelona_Catalonia.html
Ándele Santa Fe,"Santa Fe Nou Mèxic, 6, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d826469-Reviews-Andele_Santa_Fe-Barcelona_Catalonia.html
BRO,"Baluard 34, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6541773-Reviews-Bro-Barcelona_Catalonia.html
Asador de Aranda Pau Claris,"Calle Pau Claris 70, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2212295-Reviews-Asador_de_Aranda-Barcelona_Catalonia.html
Antigua,"Marià cubí, 59, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1074449-Reviews-Antigua-Barcelona_Catalonia.html
Can Travi Nou,"12 Carrer de Jorge Manrique, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d697466-Reviews-Can_Travi_Nou-Barcelona_Catalonia.html
LomoAlto BCN,"Carrer Arago 283-285, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10275244-Reviews-Lomo_Alto-Barcelona_Catalonia.html
La Lola de las Arenas,"cami ral #10 , Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2423526-Reviews-La_Lola_de_las_Arenas-Barcelona_Catalonia.html
Ten's,"Carrer del Rec, 79, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3320910-Reviews-Ten_s-Barcelona_Catalonia.html
Takashi Ochiai Pastisseria,"Comte d'Urgell, 110, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1594137-Reviews-Takashi_Ochiai_Pastisseria-Barcelona_Catalonia.html
The Wild Rover Irish Pub Barcelona,"Carrer Santa Monica, 2, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6294180-Reviews-The_Wild_Rover_Irish_Pub_Barcelona-Barcelona_Catalonia.html
Gresca,"C/ Provenca 230, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1074509-Reviews-Gresca-Barcelona_Catalonia.html
La Gavina,"Plaza Pau Vila, 1, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1137212-Reviews-La_Gavina-Barcelona_Catalonia.html
Restaurant Centfocs,"Balmes, 16, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d805803-Reviews-Centfocs-Barcelona_Catalonia.html
La Tramoia,"Rambla de Catalunya, 15, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1021981-Reviews-La_Tramoia-Barcelona_Catalonia.html
Fragments Café,"Plaça de la Concòrdia, 12, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1034217-Reviews-Fragments_Cafe-Barcelona_Catalonia.html
El Cangrejo Loco,"Carrer d'Aribau, 115-117, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1062176-Reviews-El_Cangrejo_Loco-Barcelona_Catalonia.html
Abrassame,"Gran Via de Las Corts Catalanes, 373-385, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3163723-Reviews-Abrassame-Barcelona_Catalonia.html
Casa de Tapas Cañota,"Lleida 7, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1083633-Reviews-Casa_de_Tapas_Canota-Barcelona_Catalonia.html
Shanghai,"Bisbe Sivilla, 48, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d717408-Reviews-Shanghai-Barcelona_Catalonia.html
La Pizza del Born,"Pàsseig del Born, 22, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2415631-Reviews-La_Pizza_del_Born-Barcelona_Catalonia.html
O MEU LAR,"c/ Margarit,24, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d986304-Reviews-O_Meu_Lar-Barcelona_Catalonia.html
Piras Braseria,"C/ montseny 10, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2076972-Reviews-Piras_Braseria-Barcelona_Catalonia.html
Villa Caprice,"Avinguda De Gaudi, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d14903049-Reviews-Villa_Caprice-Barcelona_Catalonia.html
Tapa Tapa,"Passeig de Gracia, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d784677-Reviews-Tapa_Tapa_Passeig_de_Gracia-Barcelona_Catalonia.html
Ca l'isidre,"Carrer De les Flors 12, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d697436-Reviews-Ca_l_isidre-Barcelona_Catalonia.html
Gatsby Barcelona,"Carrer de Tuset, 19, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8019537-Reviews-Gatsby_Barcelona-Barcelona_Catalonia.html
Mordisco,"Passatge de la Concepció, 10, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1948809-Reviews-Restaurante_Mordisco-Barcelona_Catalonia.html
Flamant,"Enrique Granados, 23, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d783896-Reviews-Flamant-Barcelona_Catalonia.html
Mordisco,"Passatge de la Concepció, 10, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1948809-Reviews-Restaurante_Mordisco-Barcelona_Catalonia.html
Bar Celta Pulperia,"Carrer Simo Oller, 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7708330-Reviews-Bar_Celta_Pulperia-Barcelona_Catalonia.html
Orio Gòtic,"Carrer de Ferran, 38, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1482725-Reviews-ORIO_BCN_Gotic-Barcelona_Catalonia.html
La Cholita,"Felip II, 244, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7656551-Reviews-La_Cholita-Barcelona_Catalonia.html
BLAI TONIGHT,"C/ BLAI 23-25, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2569361-Reviews-Taberna_Blai_Tonight-Barcelona_Catalonia.html
Capet,"Cometa, 5, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6756413-Reviews-Capet-Barcelona_Catalonia.html
Sartoria Panatieri Gràcia,"Carrer de l'Encarnació 51, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d15268210-Reviews-Sartoria_Panatieri_Gracia-Barcelona_Catalonia.html
Ristorante Meraviglioso,"Carrer de Valencia 28, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7297862-Reviews-Ristorante_Meraviglioso-Barcelona_Catalonia.html
Bar Restaurante Guixot,"Riereta, 8, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d814637-Reviews-Bar_Restaurante_Guixot-Barcelona_Catalonia.html
L'olivera,"Carrer Dels Escultors Claperos 39, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8289144-Reviews-L_olivera-Barcelona_Catalonia.html
El Mexicano de Barcelona,"Calle Villarroel, 233, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5768400-Reviews-El_Mexicano_de_Barcelona-Barcelona_Catalonia.html
Craft Barcelona,"C/ Paradis 4, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10061118-Reviews-Craft_Barcelona-Barcelona_Catalonia.html
Pastelerias Mauri,"Rambla de Catalunya, 102, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1070031-Reviews-Pastelerias_Mauri-Barcelona_Catalonia.html
Tramonti 1980,"Avda. Diagonal, 501, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997202-Reviews-Tramonti_1980-Barcelona_Catalonia.html
L' Olla de Si Chuan,"C/ Aragó 224, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1574308-Reviews-L_Olla_de_Si_Chuan-Barcelona_Catalonia.html
La Muscleria,"Mallorca, 290, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1061193-Reviews-La_Muscleria-Barcelona_Catalonia.html
Bar Mut,"pau Claris 192, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d878372-Reviews-Bar_Mut-Barcelona_Catalonia.html
El Mercader de L'Eixample,"Carrer Mallorca, 239, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d9729869-Reviews-El_Mercader_de_L_Eixample-Barcelona_Catalonia.html
Madre Lievito,"Carrer de la Llacuna, 1, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5810598-Reviews-Madre_Lievito-Barcelona_Catalonia.html
3 Focs,"Calle de Valencia, 207, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7129929-Reviews-3_Focs-Barcelona_Catalonia.html
"SAGÀS - Pagesos, Cuiners & Co.","Pla de Palau, 13, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2208020-Reviews-Sagas_Pagesos_i_Cuiners-Barcelona_Catalonia.html
Casa Mari y Rufo,"C/freixures 11, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d777429-Reviews-Casa_Mari_y_Rufo-Barcelona_Catalonia.html
Ukai Eixample,"Calle Mallorca 188, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8341707-Reviews-Ukai_Eixample-Barcelona_Catalonia.html
Shôko Restaurante & Lounge Club,"Paseo Maritimo de la Barceloneta, 36, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1308839-Reviews-Shoko_Restaurante_Lounge_Club-Barcelona_Catalonia.html
Nakashita,"Rec Comtal 15, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2241522-Reviews-Nakashita-Barcelona_Catalonia.html
Colmado,"Provença 236, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4155891-Reviews-Colmado_Barcelona-Barcelona_Catalonia.html
Petra,"Sombrerers 13, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1081737-Reviews-Petra-Barcelona_Catalonia.html
El Boliche del Gordo Cabrera,"Consell de Cent, 338, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d844567-Reviews-El_Boliche_del_Gordo_Cabrera-Barcelona_Catalonia.html
Sagardi BCN Centre,"Carrer de Muntaner, 70, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1383319-Reviews-Sagardi_BCN_Centre-Barcelona_Catalonia.html
McDonald's,"Calle Pelai 62, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5444738-Reviews-McDonald_s-Barcelona_Catalonia.html
Trópico,"Carrer Marques de Barbera, 24, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6953348-Reviews-Tropico_Brunch_Barcelona-Barcelona_Catalonia.html
Surf House Barcelona,"c/Almirall Aixada 22, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4778723-Reviews-Surf_House_Barcelona-Barcelona_Catalonia.html
11 Nudos - Barcelona,"Gran Via de les Corts Catalanes, 373, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2709908-Reviews-11_Nudos_Terraza_Nordes_Barcelona-Barcelona_Catalonia.html
Sirvent Barcelona,"Ronda Sant Pau 67, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8596676-Reviews-Sirvent_Barcelona-Barcelona_Catalonia.html
Informal,"Calle de la Plata 4, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7707960-Reviews-Informal-Barcelona_Catalonia.html
